feature_idx,description,top_modalities,top_orientations,top_structures,mean_activation,combined_rank,interp_score,true_concept_rank,is_successful,distractor_features,distractor_concepts,ranking_output,parse_success,train_activation_mean,val_activation_mean
1509,Coronal CT of the chest including ribs and lungs in male patients,ct,y,"age, colon, costal_cartilages, gender, heart",0.051496128737926486,77.5,0.1485532600172785,1,True,"[1743, 7251, 4206, 718]","['Coronal CT of the abdomen and pelvis in a male patient', 'Coronal CT of the thoracic spine in an elderly male patient', 'Coronal CT of the pelvis in a female patient', 'Sagittal CT of the shoulder girdle']","D, C, A, B, E",True,0.0802396610379219,0.07511713355779648
907,Axial CT of the male pelvis including iliac vessels and hip joints,ct,z,"age, colon, femur_left, femur_right, gender",0.0650842696428299,78.5,0.2799455828534933,1,True,"[6604, 4745, 2054, 1628]","['CT of the skull', 'CT of the rib cage', 'CT of the rib cage', 'Coronal CT of the paraspinal muscles']","D, A, B, E, C",True,0.07785803079605103,0.0743427574634552
167,Axial CT of the skull in an elderly patient,ct,"z, y","age, gender, pathology, skull, brain",0.06752096265554428,79.0,0.1164779433600073,2,True,"[8115, 7445, 1594, 4124]","['CT of the cervical spine and paraspinal muscles in a male patient', 'Coronal CT of the skull', 'Sagittal CT or MRI of the rib cage and paraspinal muscles in an elderly patient.', 'Sagittal CT of the right shoulder girdle and rib cage in an elderly patient']","D, C, E, A, B",True,0.09173331409692764,0.08373623341321945
1544,Axial CT of the thorax and upper abdomen in an adult patient,ct,z,"age, aorta, autochthon_left, autochthon_right, liver",0.06484724581241608,80.0,0.139258057630302,1,True,"[636, 7529, 5948, 2122]","['CT of the skull', 'Sagittal CT of the rib cage in a male patient', 'CT of the thoracic spine and vertebrae', 'Coronal CT of the rib cage']","D, E, A, B, C",True,0.086947001516819,0.07425776869058609
441,Axial CT of the bony pelvis and surrounding structures,ct,z,"age, colon, gender, gluteus_maximus_left, gluteus_maximus_right",0.11117336750030518,80.5,0.3752501601463439,1,True,"[6649, 4525, 3556, 1868]","['CT of the rib cage in an elderly female patient', 'CT or MRI of the bony pelvis and proximal femur in a male patient.', 'CT of the rib cage', 'CT of the skull and brain']","A, E, D, C, B",True,0.1423417329788208,0.12850621342658997
425,Axial CT of the thorax and abdomen in an elderly patient,ct,z,"age, aorta, autochthon_left, autochthon_right, gender",0.06758746653795242,81.0,0.0950610392034566,1,True,"[4496, 4361, 4435, 5967]","['CT of the rib cage', 'CT of the rib cage', 'CT of the skull and brain', 'Sagittal CT of the rib cage and shoulder girdle in a male patient']","C, E, D, A, B",True,0.08219467848539352,0.08581700176000595
1273,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, autochthon_left, autochthon_right, esophagus",0.053560517728328705,86.0,0.1981280957693937,1,True,"[4874, 5798, 2195, 7272]","['CT of the bony pelvis and hip region', 'Axial CT of the rib cage and paraspinal muscles', 'CT of the rib cage', 'CT of the thorax and mediastinum in a female patient']","D, A, E, B, C",True,0.0734938308596611,0.0694434866309166
303,Axial CT of the thorax and mediastinum in a female patient,ct,z,"age, autochthon_left, autochthon_right, esophagus, gender",0.06595143675804138,89.5,0.1551998367052512,1,True,"[4469, 6215, 6310, 4335]","['Sagittal CT of the rib cage and associated structures', 'CT of the thorax and mediastinum', 'CT of the shoulder girdle in an elderly male patient', 'Sagittal CT of the abdominal vasculature and retroperitoneum in an elderly male patient']","C, E, B, D, A",True,0.07863236963748932,0.07608480751514435
390,"Axial MRI of the chest including the heart, lungs, mediastinum, and spinal canal.","ct, mri","z, x","age, autochthon_left, gender, heart, aorta",0.08018018454313278,96.0,0.0820129264777446,1,True,"[8084, 1825, 8077, 2064]","['CT of the rib cage and associated structures', 'CT of the rib cage in an elderly patient', 'CT of the skull', 'CT of the paraspinal muscles and vertebral bodies']","A, E, B, C, D",True,0.09388837963342667,0.10484055429697037
1120,CT of the thorax and rib cage,ct,"z, y","age, gender, pathology, esophagus, lung_lower_lobe_left",0.03847972601652146,102.5,0.0693101235890428,1,True,"[368, 979, 3489, 1711]","['Axial CT of the thorax and mediastinum', 'CT of the thorax and mediastinum in an adult patient', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage and scapula in a male patient']","A, B, D, C, E",True,0.07579586654901505,0.0635012686252594
679,"Sagittal CT of the abdominal vasculature, lumbar spine, and pelvic structures in elderly male patients",ct,"x, y","age, aorta, colon, gender, heart",0.09434339553117752,105.0,0.0861464752182801,1,True,"[6301, 885, 5089, 7593]","['Sagittal CT of the thoracic spine and paraspinal muscles in an elderly patient', 'CT of the rib cage', 'CT of the rib cage', 'Sagittal CT of the shoulder girdle in a male patient']","A, D, C, B, E",True,0.11408785730600357,0.1070762649178505
594,Axial CT of the head and skull,ct,"z, y","age, gender, skull, brain, pathology",0.04312431961297989,107.0,0.0723877172287696,1,True,"[1772, 3023, 1323, 634]","['Sagittal CT of the rib cage', 'Axial CT or MRI of the pelvis in a female patient', 'CT of the skull', 'Axial CT of the lumbar spine and spinal canal in an adult patient']","B, C, D, A, E",True,0.08114105463027954,0.07317492365837097
180,Axial CT of the abdomen and thoracic spine,ct,z,"age, aorta, autochthon_left, autochthon_right, costal_cartilages",0.05434706956148148,109.5,0.1485225523645033,1,True,"[2842, 6655, 4975, 4535]","['CT of the rib cage', 'CT of the rib cage', 'Axial CT of the cervical spine and skull', 'CT of the rib cage and associated structures in an adult patient']","B, C, D, E, A",True,0.06759127229452133,0.06098400056362152
3195,Axial CT of the thorax and mediastinum in a female patient,ct,z,"age, aorta, esophagus, gender, heart",0.048527030646800993,110.5,0.1703509974657516,2,True,"[3802, 247, 5347, 7418]","['Axial CT or MRI of the abdomen and pelvis', 'Axial CT of the abdomen and retroperitoneum in an elderly patient', 'Coronal CT of the bony pelvis and gluteal muscles in a male patient.', 'CT of the thoracic spine and paraspinal muscles']","D, B, C, E, A",True,0.07661331444978714,0.06376387923955917
1202,"CT of the abdominal vasculature, bowel, and lumbar spine in a middle-aged female patient","ct, mri",z,"age, aorta, autochthon_left, autochthon_right, colon",0.05606724470853806,113.5,0.1247973291702286,1,True,"[1084, 1263, 6007, 278]","['CT of the rib cage', 'Coronal CT of the bony pelvis, lumbar spine, and surrounding structures', 'CT of the rib cage', 'Axial CT of the proximal femur']","B, E, A, C, D",True,0.09001540392637253,0.07346972078084946
1177,Axial CT of the proximal femur and gluteal muscles,ct,z,"age, femur_left, femur_right, gender, gluteus_maximus_left",0.0639795869588852,113.5,0.4181618504670162,1,True,"[5997, 700, 1886, 6955]","['Coronal CT of the pelvis and hip region', 'Axial MRI of the pelvis in a female patient', 'Coronal CT of the thoracic spine and rib cage', 'Axial CT of the thorax including ribs and vertebral bodies.']","A, D, C, E, B",True,0.09881546348333359,0.07609358429908752
1481,Axial CT of the lumbar spine and spinal canal,ct,z,"age, autochthon_left, autochthon_right, colon, iliopsoas_left",0.060077837109565733,114.5,0.1563264157139403,1,True,"[4327, 311, 7044, 8044]","['Axial CT of the skull', 'Axial CT of the bony pelvis and surrounding structures in an elderly patient.', 'CT of the ribs and thoracic cage', 'CT of the rib cage']","B, E, A, C, D",True,0.07498067617416382,0.07124969363212585
10,Axial CT of the cervical spine and surrounding structures.,ct,"z, y","age, autochthon_left, autochthon_right, gender, pathology",0.07768509387969971,116.5,0.1342708218845873,1,True,"[3009, 5890, 1512, 2397]","['CT of the lumbar spine and vertebrae', 'CT of the bony pelvis and proximal femur in an elderly patient', 'Sagittal CT of the skull and cervical spine', 'Axial CT of the cervical spine and spinal canal in an elderly male patient']","C, B, E, D, A",True,0.10140780359506607,0.10417168587446213
138,Axial CT of the bony pelvis in a female patient,ct,z,"age, gender, pathology, colon, gluteus_maximus_left",0.06955761164426803,118.5,0.2366754830600835,1,True,"[4428, 6848, 183, 6687]","['CT of the pelvis in an elderly female patient', 'Sagittal CT of the rib cage in a male patient', 'Sagittal CT of the rib cage', 'CT of the rib cage']","E, B, C, A, D",True,0.11305924504995346,0.08254086226224899
227,Coronal CT of the upper abdomen in a male patient,ct,"y, x","age, gender, pathology, costal_cartilages, colon",0.11107372939586639,121.5,0.0792083845115162,3,False,"[2994, 5609, 7267, 2319]","['Axial CT of the rib cage', 'CT of the brain and skull', 'CT of the rib cage', 'Coronal MRI of the abdomen and pelvis including the stomach, liver, spleen, kidneys, and bowel.']","E, A, D, C, B",True,0.1442723274230957,0.13329502940177917
478,Coronal CT of the bony pelvis and lumbar spine in an elderly patient,ct,y,"age, autochthon_left, autochthon_right, gender, gluteus_maximus_left",0.0640698179602623,124.5,0.076172870725321,1,True,"[2481, 6953, 1144, 5089]","['Axial CT of the pelvis in an elderly patient', 'CT of the rib cage', 'CT of the thorax and mediastinum in an elderly patient', 'CT of the rib cage']","B, A, D, E, C",True,0.09194903820753098,0.07808968424797058
25,Axial CT of the thorax and mediastinum in an adult patient,ct,z,"age, aorta, autochthon_left, autochthon_right, esophagus",0.043881988525390624,125.0,0.140304092391498,2,True,"[3862, 1461, 7198, 7993]","['Axial CT of the thorax and mediastinum', 'Coronal CT of the cervical spine and skull', 'Coronal CT of the thorax and rib cage', 'CT of the thoracic spine and paraspinal muscles']","D, E, B, C, A",True,0.061485908925533295,0.054738037288188934
309,Axial CT of the skull in an adult patient,ct,z,"age, gender, pathology, autochthon_left, autochthon_right",0.03563619405031204,125.5,0.0853570654117461,1,True,"[3599, 4324, 5282, 5139]","['Sagittal CT or MRI of the paraspinal muscles and vertebral column in an elderly patient', 'CT of the rib cage', 'Coronal CT of the skull in an elderly male patient', 'CT of the rib cage']","E, A, C, D, B",True,0.08043938130140305,0.07131234556436539
200,Sagittal CT of the rib cage in a male patient,ct,x,"age, gender, pathology, costal_cartilages, lung_lower_lobe_right",0.06946235746145249,126.5,0.0727619251116715,1,True,"[329, 5804, 6527, 7734]","['CT of the abdomen and pelvis in a middle-aged male patient', 'CT of the cervical spine and skull', 'Sagittal CT of the rib cage in a male patient', 'CT of the rib cage and associated structures']","D, B, E, A, C",True,0.09687640517950058,0.09057819098234177
1569,Axial MRI of the abdominal vasculature and retroperitoneum in an elderly patient.,"mri, ct",z,"age, aorta, autochthon_left, autochthon_right, liver",0.07359191030263901,127.5,0.090070442876715,3,False,"[7821, 2879, 3594, 5031]","['Coronal CT of the rib cage', 'Coronal CT of the shoulder girdle in an elderly patient', 'CT of the abdomen in an elderly patient', 'CT of the rib cage']","C, B, E, A, D",True,0.10519389063119888,0.09219390898942947
1188,Axial CT of the brain and skull,"ct, mri",z,"age, gender, pathology, brain, skull",0.052202743291854856,130.0,0.0758029668153735,1,True,"[5710, 7089, 5332, 5739]","['Coronal CT of the skull', 'CT of the bony pelvis in a female patient', 'CT of the femur in an elderly female patient', 'Axial CT of the chest and upper abdomen in an elderly patient']","E, A, B, C, D",True,0.09101823717355728,0.08336963504552841
7433,Axial CT of the thorax and upper abdomen in an adult patient,ct,z,"age, aorta, autochthon_left, autochthon_right, costal_cartilages",0.0381423145532608,131.5,0.1634789590779019,1,True,"[4058, 3284, 746, 5822]","['CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage']","C, A, B, D, E",True,0.049635618925094604,0.04724007844924927
146,Axial CT of the brain and skull,ct,"z, x","age, gender, pathology, brain, skull",0.05729768723249436,137.0,0.0656296859233426,1,True,"[2973, 5484, 6249, 5717]","['Coronal CT of the skull in an elderly patient', 'Coronal CT of the rib cage and paraspinal muscles', 'CT of the rib cage and associated structures', 'CT of the head and skull in an elderly female patient']","C, B, E, D, A",True,0.11169131845235825,0.08489600569009781
6253,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, autochthon_left, autochthon_right, esophagus",0.04517349451780319,141.0,0.1755419177040648,1,True,"[4240, 6222, 3170, 2025]","['CT of the pelvis in a male patient', 'Sagittal CT of the thoracic spine and paraspinal muscles in an elderly male patient', 'Coronal CT of the skull and brain in an elderly female patient', 'CT of the paraspinal muscles']","B, A, E, D, C",True,0.05354344844818115,0.05318606644868851
6098,Axial CT of the pelvis in a male patient,ct,z,"age, femur_left, femur_right, gender, gluteus_maximus_left",0.039661946892738345,141.5,0.2862536538851344,1,True,"[2541, 8094, 7626, 6851]","['Coronal CT or MRI of the shoulder girdle and adjacent structures.', 'CT of the shoulder girdle and paraspinal muscles', 'CT of the rib cage and associated structures', 'Sagittal CT of the skull and brain']","B, E, C, D, A",True,0.05071306973695755,0.050777778029441833
36,Axial CT of the thorax and mediastinum,"ct, mri",z,"age, gender, colon, iliopsoas_left, iliopsoas_right",0.08769617229700089,142.0,0.0551218640680863,1,True,"[1958, 7189, 6153, 5626]","['Axial MRI of the brain in a male patient', 'CT of the skull and brain', 'CT of the paraspinal muscles', 'CT of the rib cage']","B, D, C, A, E",True,0.10693370550870895,0.09737663716077805
1285,Axial CT of the bony pelvis and surrounding structures in elderly patients.,ct,z,"age, autochthon_left, autochthon_right, colon, gender",0.04569923132658005,143.5,0.1601422249901565,1,True,"[5043, 7307, 7049, 4131]","['Axial CT or MRI of the thoracic spine and spinal canal.', 'Coronal CT of the thoracic spine and paraspinal muscles in an elderly female patient', 'CT of the rib cage and associated structures', 'Coronal CT of the bony pelvis and lumbar spine in a female patient.']","C, D, A, E, B",True,0.06573539227247238,0.05389069765806198
28,CT of the skull,ct,"y, z","age, gender, skull, pathology, brain",0.10444071739912034,145.5,0.071516207790938,1,True,"[2581, 1213, 3917, 6711]","['CT of the rib cage', 'CT of the thoracic spine and spinal canal in a male patient', 'Sagittal CT of the hip and gluteal muscles', 'CT of the rib cage in a male patient']","C, D, B, A, E",True,0.1366448998451233,0.11702369898557663
1897,Axial CT of the bony pelvis and surrounding structures,"ct, mri",z,"age, colon, gender, gluteus_maximus_right, gluteus_medius_left",0.06416810154914857,146.0,0.2526379212618925,1,True,"[3136, 7924, 4732, 390]","['Sagittal CT of the head and neck in an adult patient', 'Coronal CT of the upper abdomen and mediastinum', 'Coronal CT of the abdomen and pelvis in a male patient', 'Axial MRI of the chest including the heart, lungs, mediastinum, and spinal canal.']","B, C, A, E, D",True,0.09438356012105942,0.08317241817712784
77,Axial CT of the thoracic spine and paraspinal muscles.,ct,"z, y","age, autochthon_left, autochthon_right, gender, pathology",0.07022890597581863,147.0,0.072403753380284,1,True,"[149, 3534, 301, 4105]","['CT of the rib cage in an elderly female patient', 'Axial CT of the abdomen and pelvis in an adult patient', 'CT of the rib cage', 'Sagittal CT of the cervical and thoracic spine and associated structures.']","D, B, A, E, C",True,0.1037481352686882,0.09768790751695633
1217,CT of the skull in an elderly patient,ct,"z, y","age, gender, pathology, skull, femur_left",0.057247723639011386,147.0,0.0549454234374706,3,False,"[2027, 1458, 1520, 4263]","['Sagittal CT of the proximal femur and gluteal muscles in an elderly patient', 'Axial CT of the proximal femur', 'Coronal CT of the spine and spinal canal in an elderly patient', 'CT of the rib cage']","A, C, E, D, B",True,0.09087949246168137,0.0792633667588234
365,Axial CT of the brain and skull,ct,"z, y","age, gender, pathology, skull, brain",0.08702699095010757,148.0,0.0828220039018489,1,True,"[4182, 5767, 5998, 6984]","['CT of the thorax and mediastinum', 'CT of the rib cage and associated structures in a female patient', 'CT of the rib cage', 'CT of the rib cage']","C, D, E, A, B",True,0.15051719546318054,0.1345842182636261
973,Axial CT of the male pelvis including proximal femur and iliopsoas muscles,ct,z,"age, femur_left, femur_right, gender, gluteus_maximus_left",0.03464924246072769,150.0,0.3087826976505422,1,True,"[258, 3711, 3969, 2107]","['Sagittal CT or MRI of the brain and skull', 'CT of the right rib cage', 'Coronal CT of the rib cage in a female patient', 'CT of the rib cage in a male patient']","C, B, E, A, D",True,0.04659692198038101,0.044419191777706146
383,"Coronal CT of the upper abdomen including the liver, gallbladder, pancreas, stomach, and colon.",ct,y,"age, colon, gender, pathology, small_bowel",0.08096076399087906,153.0,0.0585035068000375,1,True,"[4255, 3038, 7984, 5144]","['Axial CT of the male skull and brain', 'CT or MRI of the rib cage', 'CT of the head and skull', 'CT of the skull']","D, E, C, B, A",True,0.10576757043600082,0.09878344088792801
1516,Axial CT of the thorax and rib cage,ct,z,"age, autochthon_left, autochthon_right, gender, pathology",0.05638453215360641,153.0,0.0962725017453774,1,True,"[2815, 3673, 5669, 6]","['Coronal CT or MRI of the paraspinal muscles and vertebral column.', 'CT of the rib cage', 'Sagittal CT of the right rib cage', 'Coronal CT of the head and skull']","A, D, E, C, B",True,0.07760581374168396,0.07219505310058594
61,Coronal CT of the thorax and upper abdomen,ct,"y, x","age, colon, gender, liver, pathology",0.06883492022752762,156.5,0.0563948526669031,1,True,"[798, 961, 451, 5840]","['CT of the rib cage', 'Axial CT of the head and skull', 'Coronal CT of the rib cage and thoracic spine in a male patient', 'CT of the thoracic spine and paraspinal muscles']","C, B, D, A, E",True,0.09810381382703781,0.08333612233400345
3507,Axial CT of the chest including ribs and mediastinum,ct,z,"age, aorta, autochthon_left, autochthon_right, gender",0.041020366549491885,160.0,0.0707441450083976,1,True,"[3034, 1213, 4045, 6398]","['Sagittal CT of the rib cage in a male patient', 'CT of the thoracic spine and spinal canal in a male patient', 'Sagittal CT of the chest and upper abdomen in a male patient', 'Coronal CT of the pelvis in a female patient']","B, A, D, C, E",True,0.05866653472185135,0.050206296145915985
115,Axial CT of the lumbar spine and spinal canal,ct,z,"age, gender, pathology, autochthon_left, autochthon_right",0.07549015432596207,163.0,0.060425836953665,1,True,"[1286, 2675, 56, 6258]","['Sagittal CT of the rib cage in an adult patient', 'CT of the rib cage and associated structures', 'Sagittal CT of the right humerus', 'Sagittal CT of the shoulder girdle in an elderly female patient']","D, E, C, B, A",True,0.08836523443460464,0.08393553644418716
1718,Axial CT/MRI of the thorax and mediastinum,"ct, mri",z,"age, aorta, autochthon_left, autochthon_right, esophagus",0.03380963504314423,164.5,0.1400823169884408,1,True,"[4731, 916, 3393, 7443]","['CT of the skull', 'Coronal CT of the thoracic spine and spinal canal', 'CT of the rib cage', 'CT of the thorax and mediastinum in an elderly patient']","B, A, C, D, E",True,0.050185613334178925,0.03939530998468399
171,CT of the brain and skull,ct,"y, z, x","age, gender, pathology, skull, brain",0.05449221134185791,165.0,0.0757809155162622,2,True,"[2927, 7134, 251, 7256]","['CT of the abdomen and pelvis in a male patient', 'Coronal CT of the rib cage', 'Coronal CT of the brain and skull', 'CT of the rib cage']","C, A, E, D, B",True,0.1061122938990593,0.08669842034578323
236,"Axial CT of the upper thorax and mediastinum including the trachea, esophagus, thyroid gland, and spinal cord.",ct,z,"age, autochthon_left, autochthon_right, clavicula_left, clavicula_right",0.048366771638393403,171.0,0.1813585486801311,1,True,"[473, 6106, 4956, 3976]","['Coronal CT of the thorax and mediastinum', 'Sagittal CT of the rib cage and associated structures in an elderly female patient.', 'Axial CT of the bony pelvis and surrounding structures in a female patient.', 'CT of the cervical spine and spinal canal']","A, B, C, D, E",True,0.07472875714302063,0.0672210305929184
1263,"Coronal CT of the bony pelvis, lumbar spine, and surrounding structures",ct,y,"age, autochthon_left, autochthon_right, colon, gender",0.05922996699810028,172.0,0.101927250497747,1,True,"[6639, 7812, 5860, 769]","['Axial CT of the lumbar spine and spinal canal', 'CT of the rib cage and spine', 'Sagittal CT of the brain and skull', 'CT or MRI of the rib cage and paraspinal muscles']","B, E, D, A, C",True,0.07688411325216293,0.07152549177408218
689,Axial CT or MRI of the abdomen and thoracic spine.,"mri, ct","z, x, y","age, gender, aorta, autochthon_left, autochthon_right",0.06906030923128129,172.5,0.0556452676755037,1,True,"[4087, 4179, 389, 6360]","['Axial CT of the pelvis in a female patient', 'CT of the rib cage', 'Sagittal CT of the right rib cage', 'CT of the rib cage']","B, D, A, C, E",True,0.09695497900247574,0.08504504710435867
101,Sagittal CT of the thoracic spine and spinal canal,ct,"x, y","age, gender, liver, pathology, stomach",0.06053398251533508,172.5,0.0737768778834791,2,True,"[68, 3124, 8150, 2856]","['Sagittal CT of the thoracic spine and paraspinal muscles', 'Axial CT of the bony pelvis and hip region in a female patient.', 'CT of the rib cage and paraspinal muscles', 'Coronal CT of the skull in a male patient']","E, C, B, A, D",True,0.0903986468911171,0.0737212672829628
6931,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, autochthon_left, autochthon_right, costal_cartilages",0.028287002444267274,175.0,0.1487526687380417,1,True,"[3451, 3691, 3932, 6036]","['CT of the rib cage', 'CT of the thorax and mediastinum', 'Sagittal CT of the shoulder girdle and rib cage', 'Axial CT or MRI of the abdomen in an adult patient']","C, B, D, E, A",True,0.039993636310100555,0.03550635278224945
80,Coronal CT of the thorax and upper abdomen,ct,y,"age, aorta, colon, duodenum, gender",0.06571661978960038,176.5,0.0541546648570642,3,False,"[3788, 474, 7538, 6405]","['Coronal CT of the rib cage in a male patient', 'Coronal CT or MRI of the shoulder girdle and upper chest in an elderly male patient', 'Coronal CT of the thorax and mediastinum', 'CT of the rib cage']","E, B, A, C, D",True,0.08416659384965897,0.07950309664011002
1259,Axial CT of the bony pelvis in a female patient,ct,z,"age, colon, gender, gluteus_maximus_left, gluteus_maximus_right",0.065067620575428,181.0,0.3671456956784751,1,True,"[6153, 1063, 4692, 7847]","['CT of the paraspinal muscles', 'Axial CT of the thorax and mediastinum', 'CT of the skull', 'CT of the thoracic spine and spinal canal']","B, E, A, C, D",True,0.09378037601709366,0.08705941587686539
642,Axial CT of the lumbar spine and spinal canal in an elderly male patient,"ct, mri",z,"age, colon, gender, iliopsoas_left, iliopsoas_right",0.062826369702816,181.5,0.1096133795607649,1,True,"[1910, 5891, 3675, 1530]","['CT of the thorax and mediastinum in a male patient', 'Sagittal CT of the rib cage in a middle-aged female patient', 'CT of the bony pelvis and sacrum', 'CT of the rib cage and paraspinal muscles']","A, E, B, C, D",True,0.08624786883592606,0.07914678007364273
198,CT of the bony pelvis and lumbar spine in an elderly male patient,ct,"z, y","age, gender, pathology, autochthon_left, autochthon_right",0.06859609037637711,183.0,0.2067119286222272,2,True,"[6634, 1417, 4023, 712]","['Axial CT of the bony pelvis in a female patient', 'CT of the bony pelvis and proximal femur', 'CT of the rib cage', 'Axial CT of the thoracolumbar spine and spinal canal in an elderly patient']","Rationale: 1.  **Analyze the Samples:**     *   **Sample 1:** CT, Axial, Female, 83 years old. Anatomy: Bony pelvis, bowel, gluteal muscles, hip flexors, lumbar",False,0.08666834980249405,0.07900779694318771
461,Axial CT of the thorax and mediastinum,"ct, mri",z,"age, esophagus, gender, spinal_cord, autochthon_left",0.051707801222801206,183.5,0.0728987601180526,1,True,"[1686, 5606, 1478, 1071]","['CT of the rib cage', 'CT of the rib cage and thoracic spine', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage']","C, E, A, D, B",True,0.08969312161207199,0.08217121660709381
1563,Axial CT of the neck and upper thorax including the spinal canal and thyroid gland.,ct,z,"age, autochthon_left, autochthon_right, common_carotid_artery_left, common_carotid_artery_right",0.06456106156110764,184.5,0.145358711694218,1,True,"[3658, 1690, 4650, 6761]","['CT of the rib cage', 'CT of the bony pelvis in a male patient', 'Coronal CT of the thorax and mediastinum in a male patient', 'CT of the lumbar spine and pelvis in a male patient']","E, C, D, B, A",True,0.10462098568677902,0.11253363639116287
1064,Axial MRI of the pelvis in an elderly patient,mri,"z, y, x","age, gender, colon, iliopsoas_right, autochthon_left",0.05522362440824509,188.5,0.0402676255651024,1,True,"[6119, 5776, 3962, 1248]","['Coronal CT of the bony pelvis and hip region in an elderly female patient', 'Axial CT of the vertebral column in a male patient', 'CT of the thoracic spine and spinal canal', 'CT of the rib cage']","A, B, D, C, E",True,0.07295752316713333,0.07339974492788315
