feature_idx,sample_rank,array_idx,image_id,slice_nr,modality,slice_orientation
907,3,101613,s1046,74,ct,z
907,4,7858,s0065,45,ct,z
907,5,21652,s0212,71,ct,z
167,1,11160,s0110,150,ct,z
167,2,64331,s0720,113,ct,z
167,3,10538,s0103,94,ct,y
167,4,27977,s0301,238,ct,z
167,5,56500,s0643,151,ct,z
1544,1,133334,s1425,140,ct,z
1544,2,121341,s1280,3,ct,z
1544,3,26788,s0287,632,ct,z
1544,4,71800,s0771,64,ct,z
1544,5,114236,s1176,95,ct,z
441,1,95540,s0992,74,ct,z
441,2,29116,s0325,88,ct,z
441,3,64292,s0720,74,ct,z
441,4,16223,s0161,82,ct,z
441,5,116233,s1212,68,ct,z
425,1,61074,s0685,500,ct,z
425,2,98740,s1031,314,ct,z
425,3,75025,s0794,222,ct,z
425,4,126390,s1337,50,ct,z
425,5,43962,s0536,211,ct,z
1273,1,62255,s0696,119,ct,z
1273,2,107599,s1094,98,ct,z
1273,3,118820,s1258,76,ct,z
1273,4,52635,s0613,347,ct,z
1273,5,48803,s0587,310,ct,z
303,1,104336,s1061,389,ct,z
303,2,71095,s0754,424,ct,z
303,3,47155,s0578,370,ct,z
303,4,95836,s0992,370,ct,z
303,5,1545,s0004,399,ct,z
390,1,134210,s0139,35,mri,z
390,2,61802,s0696,64,ct,x
390,3,135695,s0295,69,mri,z
390,4,105807,s1070,305,ct,z
390,5,57410,s0653,50,ct,z
1120,1,27288,s0294,146,ct,y
1120,2,39650,s0477,318,ct,z
1120,3,8551,s0067,74,ct,z
1120,4,65635,s0724,197,ct,y
1120,5,71020,s0754,349,ct,z
679,1,15870,s0161,127,ct,x
679,2,21486,s0212,79,ct,y
679,3,55323,s0637,128,ct,x
679,4,127839,s1361,155,ct,x
679,5,51986,s0613,127,ct,x
594,1,63315,s0706,142,ct,y
594,2,764,s0003,125,ct,z
594,3,130629,s1410,71,ct,z
594,4,49854,s0591,478,ct,z
594,5,56547,s0643,198,ct,z
180,1,105756,s1070,254,ct,z
180,2,5945,s0052,253,ct,z
180,3,112528,s1167,29,ct,z
180,4,94592,s0983,260,ct,z
180,5,47006,s0578,221,ct,z
3195,1,96717,s1004,89,ct,z
3195,2,12423,s0123,132,ct,z
3195,3,127261,s1344,333,ct,z
3195,4,93343,s0972,87,ct,z
3195,5,93864,s0978,106,ct,z
1202,1,131197,s1415,148,ct,z
1202,2,109481,s1121,217,ct,z
1202,3,38753,s0440,198,ct,z
1202,4,41345,s0509,168,ct,z
1202,5,136124,s0353,17,mri,z
1177,1,74804,s0794,1,ct,z
1177,2,119867,s1276,12,ct,z
1177,3,73472,s0776,22,ct,z
1177,4,100151,s1038,7,ct,z
1177,5,26604,s0287,448,ct,z
1481,1,64383,s0720,165,ct,z
1481,2,133217,s1425,23,ct,z
1481,3,100294,s1038,150,ct,z
1481,4,129821,s1395,96,ct,z
1481,5,95601,s0992,135,ct,z
10,1,12495,s0123,204,ct,z
10,2,2966,s0025,0,ct,z
10,3,24292,s0259,33,ct,y
10,4,63643,s0715,71,ct,y
10,5,11075,s0110,65,ct,z
138,1,84738,s0907,25,ct,z
138,2,50386,s0593,83,ct,z
138,3,92416,s0970,502,ct,z
138,4,55692,s0637,109,ct,z
138,5,109601,s1121,337,ct,z
227,1,43744,s0536,229,ct,y
227,2,33,s0002,33,ct,x
227,3,113445,s1172,224,ct,x
227,4,41141,s0509,183,ct,y
227,5,3520,s0029,228,ct,y
478,1,116023,s1212,50,ct,y
478,2,84578,s0907,88,ct,y
478,3,111083,s1130,87,ct,y
478,4,133041,s1425,71,ct,y
478,5,92655,s0971,94,ct,y
25,1,130004,s1395,279,ct,z
25,2,121417,s1280,79,ct,z
25,3,107568,s1094,67,ct,z
25,4,25347,s0270,58,ct,z
25,5,125810,s1326,310,ct,z
309,1,115313,s1178,415,ct,z
309,2,118273,s1241,62,ct,z
309,3,89702,s0957,203,ct,z
309,4,110832,s1124,535,ct,z
309,5,7368,s0062,218,ct,z
200,1,32462,s0367,22,ct,x
200,2,81345,s0866,219,ct,x
200,3,71538,s0771,252,ct,x
200,4,9508,s0086,57,ct,x
200,5,99425,s1033,195,ct,x
1569,1,133667,s0031,18,mri,z
1569,2,107000,s1083,44,ct,z
1569,3,135404,s0288,35,mri,z
1569,4,136335,s0360,46,mri,z
1569,5,26877,s0287,721,ct,z
1188,1,37576,s0417,55,ct,z
1188,2,80587,s0860,283,ct,z
1188,3,114233,s1176,92,ct,z
1188,4,40779,s0491,171,ct,z
1188,5,137111,s0508,18,mri,z
7433,1,87583,s0937,546,ct,z
7433,2,118778,s1258,34,ct,z
7433,3,1453,s0004,307,ct,z
7433,4,32850,s0367,40,ct,z
7433,5,127175,s1344,247,ct,z
146,1,73760,s0782,164,ct,x
146,2,82718,s0874,156,ct,z
146,3,49816,s0591,440,ct,z
146,4,130361,s1407,71,ct,z
146,5,56533,s0643,184,ct,z
6253,1,61603,s0688,99,ct,z
6253,2,57948,s0654,99,ct,z
6253,3,5153,s0050,281,ct,z
6253,4,47116,s0578,331,ct,z
6253,5,15039,s0146,109,ct,z
6098,1,111276,s1130,38,ct,z
6098,2,125552,s1326,52,ct,z
6098,3,21633,s0212,52,ct,z
6098,4,47603,s0585,17,ct,z
6098,5,87334,s0937,297,ct,z
36,1,51376,s0606,201,ct,z
36,2,135173,s0272,27,mri,z
36,3,7881,s0065,68,ct,z
36,4,135721,s0304,6,mri,z
36,5,111283,s1130,45,ct,z
1285,1,65915,s0724,267,ct,z
1285,2,91392,s0962,65,ct,z
1285,3,104728,s1065,41,ct,z
1285,4,131168,s1415,119,ct,z
1285,5,58574,s0664,129,ct,z
28,1,130362,s1407,72,ct,z
28,2,25550,s0278,107,ct,y
28,3,271,s0002,86,ct,y
28,4,2956,s0025,80,ct,y
28,5,44474,s0537,121,ct,y
1897,1,74940,s0794,137,ct,z
1897,2,134925,s0225,60,mri,z
1897,3,104056,s1061,109,ct,z
1897,4,43851,s0536,100,ct,z
1897,5,3639,s0029,112,ct,z
77,1,12486,s0123,195,ct,z
77,2,40452,s0491,7,ct,y
77,3,102454,s1050,159,ct,z
77,4,90813,s0960,49,ct,z
77,5,103497,s1059,59,ct,z
1217,1,115276,s1178,378,ct,z
1217,2,48465,s0587,213,ct,y
1217,3,102789,s1053,14,ct,z
1217,4,3526,s0029,234,ct,y
1217,5,84715,s0907,2,ct,z
365,1,37592,s0417,71,ct,z
365,2,78047,s0820,163,ct,y
365,3,65672,s0724,24,ct,z
365,4,71294,s0754,623,ct,z
365,5,49875,s0591,499,ct,z
973,1,87329,s0937,292,ct,z
973,2,125546,s1326,46,ct,z
973,3,4885,s0050,13,ct,z
973,4,62793,s0702,36,ct,z
973,5,85824,s0912,49,ct,z
383,1,64969,s0721,156,ct,y
383,2,65609,s0724,171,ct,y
383,3,23172,s0248,171,ct,y
383,4,9800,s0086,237,ct,y
383,5,16103,s0161,129,ct,y
1516,1,58747,s0664,302,ct,z
1516,2,115034,s1178,136,ct,z
1516,3,128538,s1361,412,ct,z
1516,4,17200,s0163,381,ct,z
1516,5,86173,s0912,398,ct,z
61,1,105476,s1070,164,ct,y
61,2,36459,s0408,168,ct,y
61,3,53071,s0617,173,ct,y
61,4,111836,s1137,110,ct,y
61,5,39138,s0477,176,ct,x
3507,1,95743,s0992,277,ct,z
3507,2,23411,s0248,208,ct,z
3507,3,3750,s0029,223,ct,z
3507,4,59529,s0680,298,ct,z
3507,5,35191,s0382,15,ct,z
115,1,49455,s0591,79,ct,z
115,2,105079,s1068,18,ct,z
115,3,22128,s0233,38,ct,z
115,4,15109,s0146,179,ct,z
115,5,10086,s0086,140,ct,z
1718,1,36048,s0392,204,ct,z
1718,2,57981,s0654,132,ct,z
1718,3,38118,s0422,129,ct,z
1718,4,90764,s0960,0,ct,z
1718,5,137279,s0517,53,mri,z
171,1,56579,s0643,230,ct,z
171,2,82139,s0870,179,ct,y
171,3,104787,s1068,53,ct,x
171,4,37414,s0417,34,ct,y
171,5,74200,s0792,23,ct,y
236,1,122289,s1287,427,ct,z
236,2,29781,s0326,95,ct,z
236,3,105928,s1070,426,ct,z
236,4,47993,s0585,407,ct,z
236,5,35296,s0382,120,ct,z
1263,1,45909,s0571,59,ct,y
1263,2,111092,s1130,96,ct,y
1263,3,19490,s0193,29,ct,y
1263,4,129580,s1395,96,ct,y
1263,5,16015,s0161,41,ct,y
689,1,136035,s0346,60,mri,z
689,2,137338,s0526,45,mri,x
689,3,52633,s0613,345,ct,z
689,4,134666,s0201,33,mri,z
689,5,135267,s0276,65,mri,y
101,1,69641,s0747,118,ct,x
101,2,125178,s1326,98,ct,x
101,3,37737,s0422,140,ct,x
101,4,1923,s0006,157,ct,y
101,5,49041,s0591,138,ct,x
6931,1,25346,s0270,57,ct,z
6931,2,17691,s0165,82,ct,z
6931,3,61616,s0688,112,ct,z
6931,4,12365,s0123,74,ct,z
6931,5,128469,s1361,343,ct,z
80,1,101472,s1046,93,ct,y
80,2,114089,s1176,123,ct,y
80,3,30211,s0328,113,ct,y
80,4,126859,s1344,95,ct,y
80,5,54702,s0629,135,ct,y
1259,1,100224,s1038,80,ct,z
1259,2,53184,s0617,94,ct,z
1259,3,102434,s1050,139,ct,z
1259,4,16232,s0161,91,ct,z
1259,5,67995,s0737,87,ct,z
642,1,1342,s0004,196,ct,z
642,2,135098,s0271,12,mri,z
642,3,100197,s1038,53,ct,z
642,4,131194,s1415,145,ct,z
642,5,19766,s0193,131,ct,z
198,1,102475,s1050,180,ct,z
198,2,94962,s0984,108,ct,y
198,3,98007,s1009,132,ct,z
198,4,69362,s0744,25,ct,y
198,5,51858,s0611,137,ct,z
461,1,8573,s0067,96,ct,z
461,2,3826,s0029,299,ct,z
461,3,12453,s0123,162,ct,z
461,4,134236,s0139,61,mri,z
461,5,23479,s0248,276,ct,z
1563,1,11074,s0110,64,ct,z
1563,2,92257,s0970,343,ct,z
1563,3,56447,s0643,98,ct,z
1563,4,56005,s0637,422,ct,z
1563,5,80744,s0860,440,ct,z
1064,1,135700,s0296,14,mri,z
1064,2,134320,s0149,59,mri,y
1064,3,134809,s0206,32,mri,x
1064,4,135938,s0336,24,mri,z
1064,5,135171,s0272,25,mri,z
420,1,131494,s1418,132,ct,x
420,2,49995,s0593,135,ct,x
420,3,119582,s1276,125,ct,x
420,4,75357,s0804,109,ct,x
420,5,18159,s0178,143,ct,x
45,1,135671,s0295,45,mri,z
45,2,134342,s0149,81,mri,y
45,3,133335,s1425,141,ct,z
45,4,95014,s0984,31,ct,z
45,5,59556,s0680,325,ct,z
635,1,40350,s0491,76,ct,x
635,2,57155,s0653,89,ct,x
635,3,82933,s0881,17,ct,y
635,4,28363,s0313,61,ct,x
635,5,118984,s1272,119,ct,x
18,1,24885,s0262,80,ct,z
18,2,9390,s0084,17,ct,z
18,3,68231,s0737,323,ct,z
18,4,46257,s0571,243,ct,z
18,5,1294,s0004,148,ct,z
1854,1,66458,s0726,169,ct,z
1854,2,87302,s0937,265,ct,z
1854,3,123211,s1296,11,ct,z
1854,4,3690,s0029,163,ct,z
1854,5,39341,s0477,9,ct,z
173,1,34606,s0378,171,ct,y
173,2,22641,s0240,203,ct,y
173,3,117154,s1234,76,ct,z
173,4,113569,s1172,172,ct,y
173,5,32807,s0367,192,ct,y
1278,1,4732,s0050,33,ct,y
1278,2,123041,s1296,62,ct,y
1278,3,134567,s0194,5,mri,y
1278,4,66172,s0726,61,ct,y
1278,5,108578,s1102,104,ct,y
1074,1,24351,s0259,92,ct,y
1074,2,86580,s0925,88,ct,z
1074,3,45638,s0563,120,ct,z
1074,4,71205,s0754,534,ct,z
1074,5,78183,s0820,127,ct,z
1649,1,78041,s0820,157,ct,y
1649,2,55682,s0637,99,ct,z
1649,3,71289,s0754,618,ct,z
1649,4,51867,s0611,146,ct,z
1649,5,97988,s1009,113,ct,z
371,1,78054,s0820,170,ct,y
371,2,137331,s0526,38,mri,x
371,3,37509,s0417,129,ct,y
371,4,87029,s0937,219,ct,y
371,5,41983,s0513,252,ct,y
503,1,52110,s0613,251,ct,x
503,2,122799,s1296,22,ct,x
503,3,50970,s0606,268,ct,x
503,4,114407,s1178,1,ct,x
503,5,83973,s0890,34,ct,y
46,1,63395,s0706,46,ct,z
46,2,109310,s1121,200,ct,y
46,3,111914,s1137,43,ct,z
46,4,137433,s0526,140,mri,x
46,5,7159,s0062,9,ct,z
6969,1,66511,s0726,222,ct,z
6969,2,42186,s0513,200,ct,z
6969,3,92333,s0970,419,ct,z
6969,4,50311,s0593,8,ct,z
6969,5,55644,s0637,61,ct,z
1183,1,135923,s0336,9,mri,z
1183,2,81994,s0870,199,ct,x
1183,3,125619,s1326,119,ct,z
1183,4,25596,s0278,31,ct,z
1183,5,135450,s0288,81,mri,z
493,1,93331,s0972,75,ct,z
493,2,47781,s0585,195,ct,z
493,3,96718,s1004,90,ct,z
493,4,19766,s0193,131,ct,z
493,5,37159,s0411,28,ct,z
718,1,7419,s0065,4,ct,x
718,2,47185,s0585,13,ct,x
718,3,90762,s0960,198,ct,y
718,4,54602,s0629,230,ct,x
718,5,96462,s1004,220,ct,x
4735,1,118985,s1272,120,ct,x
4735,2,22360,s0240,152,ct,x
4735,3,33946,s0376,93,ct,x
4735,4,109918,s1124,135,ct,x
4735,5,50861,s0606,159,ct,x
1551,1,29111,s0325,83,ct,z
1551,2,97767,s1009,23,ct,y
1551,3,56470,s0643,121,ct,z
1551,4,131595,s1418,50,ct,y
1551,5,81091,s0865,108,ct,z
981,1,33835,s0374,175,ct,z
981,2,49701,s0591,325,ct,z
981,3,47169,s0578,384,ct,z
981,4,71151,s0754,480,ct,z
981,5,63786,s0715,46,ct,z
392,1,121487,s1287,14,ct,x
392,2,19910,s0193,275,ct,z
392,3,3114,s0029,32,ct,x
392,4,67545,s0737,9,ct,x
392,5,4705,s0050,260,ct,x
634,1,100267,s1038,123,ct,z
634,2,319,s0002,13,ct,z
634,3,53254,s0617,164,ct,z
634,4,15114,s0146,184,ct,z
634,5,76598,s0806,6,ct,z
1210,1,132039,s1418,306,ct,z
1210,2,82184,s0870,28,ct,z
1210,3,53091,s0617,1,ct,z
1210,4,32986,s0367,176,ct,z
1210,5,83744,s0889,175,ct,z
358,1,98425,s1031,213,ct,y
358,2,16140,s0161,166,ct,y
358,3,99787,s1038,21,ct,x
358,4,62134,s0696,202,ct,y
358,5,6741,s0062,36,ct,x
444,1,128899,s1370,95,ct,y
444,2,77352,s0810,133,ct,y
444,3,68512,s0738,72,ct,y
444,4,8909,s0083,37,ct,y
444,5,78523,s0840,77,ct,y
1747,1,85775,s0912,0,ct,z
1747,2,107698,s1096,14,ct,x
1747,3,136818,s0451,4,mri,z
1747,4,107667,s1094,166,ct,z
1747,5,100952,s1041,40,ct,z
404,1,135663,s0295,37,mri,z
404,2,19609,s0193,148,ct,y
404,3,137684,s0581,6,mri,z
404,4,135004,s0233,49,mri,z
404,5,135969,s0340,30,mri,z
400,1,93308,s0972,52,ct,z
400,2,127214,s1344,286,ct,z
400,3,9423,s0084,50,ct,z
400,4,9059,s0083,50,ct,z
400,5,15028,s0146,98,ct,z
3896,1,95727,s0992,261,ct,z
3896,2,59603,s0680,372,ct,z
3896,3,86103,s0912,328,ct,z
3896,4,104251,s1061,304,ct,z
3896,5,71029,s0754,358,ct,z
135,1,63207,s0706,121,ct,x
135,2,77712,s0810,288,ct,z
135,3,42602,s0521,125,ct,z
135,4,116729,s1227,37,ct,z
135,5,25693,s0278,128,ct,z
938,1,130554,s1410,84,ct,y
938,2,35359,s0382,183,ct,z
938,3,2966,s0025,0,ct,z
938,4,42489,s0521,12,ct,z
938,5,10983,s0110,120,ct,y
462,1,61797,s0696,59,ct,x
462,2,94034,s0983,91,ct,x
462,3,70312,s0754,164,ct,x
462,4,34338,s0378,68,ct,x
462,5,101222,s1046,91,ct,x
1322,1,7516,s0065,101,ct,x
1322,2,49003,s0591,100,ct,x
1322,3,99293,s1033,63,ct,x
1322,4,49974,s0593,114,ct,x
1322,5,844,s0004,80,ct,x
407,1,137496,s0530,38,mri,z
407,2,136831,s0451,17,mri,z
407,3,134043,s0099,14,mri,x
407,4,134638,s0201,5,mri,z
407,5,137309,s0517,83,mri,z
491,1,23836,s0257,183,ct,y
491,2,64852,s0721,39,ct,y
491,3,60756,s0685,182,ct,z
491,4,63254,s0706,81,ct,y
491,5,119699,s1276,19,ct,y
106,1,112488,s1167,159,ct,y
106,2,35385,s0382,209,ct,z
106,3,49344,s0591,192,ct,y
106,4,135085,s0249,34,mri,y
106,5,70630,s0754,147,ct,y
163,1,8636,s0067,159,ct,z
163,2,7812,s0065,205,ct,y
163,3,44520,s0537,167,ct,y
163,4,65641,s0724,203,ct,y
163,5,55574,s0637,182,ct,y
117,1,119723,s1276,43,ct,y
117,2,82293,s0874,23,ct,x
117,3,65561,s0724,123,ct,y
117,4,29408,s0326,87,ct,x
117,5,4189,s0048,27,ct,y
408,1,85625,s0912,59,ct,y
408,2,58286,s0664,106,ct,y
408,3,94184,s0983,42,ct,y
408,4,47408,s0585,9,ct,y
408,5,103807,s1061,72,ct,y
457,1,136488,s0394,6,mri,x
457,2,136096,s0350,25,mri,z
457,3,136461,s0375,7,mri,x
457,4,135115,s0271,29,mri,z
457,5,136415,s0361,32,mri,x
267,1,20213,s0204,100,ct,y
267,2,83494,s0889,133,ct,y
267,3,136945,s0481,69,mri,y
267,4,103855,s1061,120,ct,y
267,5,49283,s0591,131,ct,y
176,1,5425,s0052,157,ct,x
176,2,132246,s1422,206,ct,x
176,3,86746,s0937,121,ct,x
176,4,85544,s0912,179,ct,x
176,5,95245,s0992,173,ct,x
8158,1,135483,s0291,18,mri,z
8158,2,137228,s0517,2,mri,z
8158,3,133742,s0060,31,mri,z
8158,4,135744,s0305,5,mri,z
8158,5,136847,s0457,19,mri,z
123,1,105351,s1070,222,ct,x
123,2,51566,s0611,165,ct,x
123,3,5508,s0052,240,ct,x
123,4,111546,s1137,43,ct,x
123,5,67559,s0737,23,ct,x
1205,1,118608,s1258,61,ct,y
1205,2,106622,s1083,40,ct,x
1205,3,19360,s0193,143,ct,x
1205,4,15365,s0157,88,ct,y
1205,5,57574,s0654,107,ct,x
5760,1,110251,s1124,221,ct,y
5760,2,997,s0004,10,ct,y
5760,3,63658,s0715,86,ct,y
5760,4,49857,s0591,481,ct,z
5760,5,35469,s0382,293,ct,z
720,1,127282,s1344,354,ct,z
720,2,42326,s0513,340,ct,z
720,3,12930,s0138,75,ct,z
720,4,29729,s0326,43,ct,z
720,5,119355,s1272,96,ct,z
1090,1,81406,s0866,74,ct,y
1090,2,81895,s0870,100,ct,x
1090,3,86299,s0925,73,ct,x
1090,4,61372,s0688,73,ct,y
1090,5,95910,s1003,31,ct,x
1838,1,104202,s1061,255,ct,z
1838,2,37548,s0417,27,ct,z
1838,3,84934,s0907,221,ct,z
1838,4,71248,s0754,577,ct,z
1838,5,92081,s0970,167,ct,z
3397,1,135853,s0313,86,mri,z
3397,2,13919,s0145,221,ct,x
3397,3,134872,s0225,7,mri,z
3397,4,136240,s0356,21,mri,z
3397,5,135674,s0295,48,mri,z
2,1,136255,s0358,1,mri,z
2,2,100234,s1038,90,ct,z
2,3,44497,s0537,144,ct,y
2,4,111993,s1137,122,ct,z
2,5,45071,s0542,217,ct,y
524,1,62746,s0702,203,ct,y
524,2,111840,s1137,114,ct,y
524,3,33223,s0368,101,ct,y
524,4,61494,s0688,195,ct,y
524,5,6199,s0058,241,ct,x
288,1,32078,s0366,152,ct,y
288,2,134416,s0149,155,mri,y
288,3,134618,s0200,33,mri,y
288,4,136762,s0442,4,mri,x
288,5,22038,s0233,39,ct,y
1613,1,74195,s0792,18,ct,y
1613,2,42806,s0525,249,ct,x
1613,3,78271,s0820,215,ct,z
1613,4,135238,s0276,36,mri,y
1613,5,35449,s0382,273,ct,z
1562,1,81190,s0866,64,ct,x
1562,2,99405,s1033,175,ct,x
1562,3,47244,s0585,72,ct,x
1562,4,72581,s0773,60,ct,x
1562,5,4825,s0050,126,ct,y
1684,1,132028,s1418,295,ct,z
1684,2,118203,s1241,230,ct,y
1684,3,125891,s1326,391,ct,z
1684,4,120075,s1276,220,ct,z
1684,5,13028,s0138,173,ct,z
415,1,118977,s1272,112,ct,x
415,2,134165,s0128,86,mri,z
415,3,34097,s0376,119,ct,y
415,4,134063,s0103,7,mri,y
415,5,136562,s0411,12,mri,x
1668,1,32883,s0367,73,ct,z
1668,2,136849,s0457,21,mri,z
1668,3,118716,s1258,169,ct,y
1668,4,133394,s0002,27,mri,z
1668,5,29178,s0325,150,ct,z
535,1,63401,s0706,52,ct,z
535,2,31608,s0360,183,ct,x
535,3,96233,s1003,178,ct,z
535,4,35426,s0382,250,ct,z
535,5,49848,s0591,472,ct,z
258,1,137382,s0526,89,mri,x
258,2,122406,s1295,104,ct,x
258,3,74123,s0792,50,ct,x
258,4,94810,s0984,57,ct,x
258,5,124864,s1325,60,ct,x
314,1,99886,s1038,120,ct,x
314,2,33855,s0376,2,ct,x
314,3,10788,s0110,83,ct,x
314,4,64743,s0721,101,ct,x
314,5,73644,s0782,48,ct,x
65,1,43350,s0536,55,ct,x
65,2,49076,s0591,173,ct,x
65,3,6062,s0058,104,ct,x
65,4,25898,s0287,248,ct,x
65,5,108365,s1102,85,ct,x
1558,1,35384,s0382,208,ct,z
1558,2,94420,s0983,88,ct,z
1558,3,126368,s1337,28,ct,z
1558,4,42940,s0525,16,ct,z
1558,5,23966,s0257,128,ct,z
1547,1,84329,s0907,42,ct,x
1547,2,124013,s1307,1,ct,x
1547,3,119723,s1276,43,ct,y
1547,4,40818,s0509,55,ct,x
1547,5,13293,s0139,58,ct,y
69,1,71306,s0754,635,ct,z
69,2,89362,s0957,237,ct,x
69,3,37606,s0417,85,ct,z
69,4,79356,s0859,222,ct,y
69,5,3105,s0029,23,ct,x
1025,1,37322,s0417,58,ct,x
1025,2,116347,s1212,182,ct,z
1025,3,131191,s1415,142,ct,z
1025,4,85945,s0912,170,ct,z
1025,5,42192,s0513,206,ct,z
1079,1,70663,s0754,180,ct,y
1079,2,98262,s1031,244,ct,x
1079,3,112158,s1167,9,ct,x
1079,4,996,s0004,9,ct,y
1079,5,48474,s0587,222,ct,y
31,1,96031,s1003,95,ct,y
31,2,9788,s0086,225,ct,y
31,3,45896,s0571,46,ct,y
31,4,17744,s0172,44,ct,x
31,5,78774,s0843,47,ct,x
812,1,12182,s0123,83,ct,y
812,2,99508,s1033,73,ct,y
812,3,22569,s0240,131,ct,y
812,4,32702,s0367,87,ct,y
812,5,114067,s1176,101,ct,y
253,1,74182,s0792,5,ct,y
253,2,31711,s0360,171,ct,y
253,3,69534,s0744,105,ct,z
253,4,110055,s1124,25,ct,y
253,5,22000,s0233,1,ct,y
433,1,74396,s0792,90,ct,z
433,2,10412,s0103,82,ct,x
433,3,104566,s1065,290,ct,x
433,4,24241,s0259,140,ct,x
433,5,37341,s0417,77,ct,x
143,1,74408,s0792,102,ct,z
143,2,39329,s0477,199,ct,y
143,3,49884,s0591,508,ct,z
143,4,81538,s0866,206,ct,y
143,5,114137,s1176,171,ct,y
1403,1,106244,s1077,119,ct,y
1403,2,35132,s0382,150,ct,y
1403,3,70584,s0754,101,ct,y
1403,4,11520,s0115,174,ct,y
1403,5,123126,s1296,147,ct,y
4007,1,121695,s1287,222,ct,x
4007,2,34795,s0382,0,ct,x
4007,3,3122,s0029,40,ct,x
4007,4,105163,s1070,34,ct,x
4007,5,46426,s0578,7,ct,x
1901,1,74181,s0792,108,ct,x
1901,2,115417,s1196,102,ct,x
1901,3,81536,s0866,204,ct,y
1901,4,30284,s0328,186,ct,y
1901,5,37338,s0417,74,ct,x
355,1,126351,s1337,11,ct,z
355,2,115370,s1196,55,ct,x
355,3,33295,s0368,66,ct,z
355,4,38582,s0440,27,ct,z
355,5,94365,s0983,33,ct,z
352,1,119188,s1272,111,ct,y
352,2,101318,s1046,187,ct,x
352,3,78502,s0840,56,ct,y
352,4,126644,s1344,73,ct,x
352,5,117603,s1237,83,ct,y
1162,1,99343,s1033,113,ct,x
1162,2,127417,s1345,52,ct,x
1162,3,72103,s0772,142,ct,x
1162,4,126635,s1344,64,ct,x
1162,5,57292,s0653,79,ct,y
963,1,96576,s1004,142,ct,y
963,2,61383,s0688,84,ct,y
963,3,63655,s0715,83,ct,y
963,4,9266,s0084,5,ct,y
963,5,44408,s0537,55,ct,y
104,1,28464,s0313,61,ct,y
104,2,114797,s1178,161,ct,y
104,3,12153,s0123,54,ct,y
104,4,16711,s0163,107,ct,y
104,5,125355,s1326,57,ct,y
57,1,92286,s0970,372,ct,z
57,2,63384,s0706,35,ct,z
57,3,137321,s0517,95,mri,z
57,4,111237,s1130,241,ct,y
57,5,49879,s0591,503,ct,z
119,1,137646,s0572,10,mri,y
119,2,131973,s1418,240,ct,z
119,3,119331,s1272,72,ct,z
119,4,65794,s0724,146,ct,z
119,5,10668,s0103,66,ct,z
875,1,9868,s0086,305,ct,y
875,2,81087,s0865,104,ct,z
875,3,63651,s0715,79,ct,y
875,4,71293,s0754,622,ct,z
875,5,732,s0003,93,ct,z
1746,1,10767,s0110,62,ct,x
1746,2,22431,s0240,223,ct,x
1746,3,80055,s0860,243,ct,x
1746,4,106783,s1083,201,ct,x
1746,5,98907,s1032,62,ct,x
1700,1,53760,s0621,251,ct,x
1700,2,3321,s0029,239,ct,x
1700,3,55201,s0637,6,ct,x
1700,4,130900,s1415,258,ct,x
1700,5,52712,s0617,19,ct,x
1934,1,115283,s1178,385,ct,z
1934,2,105763,s1070,261,ct,z
